Hugtök: is,Val: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Val: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
talningarfræði,,na,kvk,Eintala,,,,,,,,enumerative combinatorics,,,,,,,,,5429
talningarmál,,na,hk,Eintala,,,,,,,,counting measure,,,,,,,,,5430
tangens,,na,kk,Eintala,,,,,,,"tan, tg",tangent,,,,,,,,,5431
tangensregla,,na,kvk,Eintala,,,,,,,,"law of tangents, tangent law",,,,,,,,,5432
tapfall,,na,hk,Eintala,,,,,,,,loss function,,,,,,,,,5433
Tauber-setning,,na,kvk,Eintala,,,,,,,,Tauberian theorem,,,,,,,,,5434
Taylor-liðun,,na,kvk,Eintala,,,,,,,,Taylor expansion,,,,,,,,,5435
Taylor-röð,,na,kvk,Eintala,,,,,,,,Taylor series,,,,,,,,,5436
tegund,,na,kvk,Eintala,,,,,,,,kind,,,,,,,,,5437
tegund,,na,kvk,Eintala,,,,,,,,species,,,,,,,,,5438
teikna,,sag,,,,,,,,,,plot,,,,,,,,,5439
"teikna, draga",,sag,,,,,,,,,,construct,,,,,,,,,5440
"teikna, draga",,sag,,,,,,,,,,draw,,,,,,,,,5441
"teiknifræði, lýsandi rúmfræði",,na,kvk,Eintala,,,,,,,,descriptive geometry,,,,,,,,,5442
"teikniheildun, teiknitegrun",,na,kvk,Eintala,,,,,,,,"graphical integration, graphical quadrature",,,,,,,,,5443
teiknihorn,,na,hk,Eintala,,,,,,,,set square,,,,,,,,,5444
teiknilausn,,na,kvk,Eintala,,,,,,,,graphic solution,,,,,,,,,5445
teikning,,na,kvk,Eintala,,,,,,,,plot,,,,,,,,,5446
teikning með hringfara,,na,kvk,Eintala,,,,,,,,compass construction,,,,,,,,,5447
teikning með hringfara og reglustiku,,na,kvk,Eintala,,,,,,,,"construction by ruler and compass, ruler and compass construction, straight-edge-and-compass construction",,,,,,,,,5448
"teikning, dráttur, uppdráttur, rúmfræðileg teikning",,na,,Eintala,,,,,,,construction,geometric construction,,,,,,,,,5449
"teikning, uppdráttur, dráttur",,na,,Eintala,,,,,,,geometric construction,construction,,,,,,,,,5450
"teikniverkefni, dráttardæmi",,na,hk,Eintala,,,,,,,,construction problem,,,,,,,,,5451
telja,,sag,,,,,,,,,,count,,,,,,,,,5452
teljanlega óendanlegur,,ls,kk,Eintala,,,,,,,,"countably infinite, denumerably infinite, enumerably infinite",,,,,,,,,5453
"teljanlega viðbætinn, sigma-viðbætinn, teljanlega samleggjandi, sigma-samleggjandi",,ls,,,,,,,,,,"absolutely additive, countably additive, sigma-additive",,,,,,,,,5454
"teljanlega þjappaður, sigma-þjappaður",,ls,kk,Eintala,,,,,,,,"countably compact, sigma-compact",,,,,,,,,5455
teljanlegt mengi,,na,hk,Eintala,,,,,,,,countable set,,,,,,,,,5456
teljanlegur,,ls,kk,Eintala,,,,,,,,"countable, denumerable, enumerable",,,,,,,,,5457
teljanlegur óendanleiki,,na,kk,Eintala,,,,,,,,"countable infinity, denumerable infinity, enumerable infinity",,,,,,,,,5458
"teljanleikafrumsenda, teljanleikafrumsetning",,na,kvk,Eintala,,,,,,,,axiom of countability,,,,,,,,,5459
"teljanleikaskilyrði, teljanleikaforsenda, teljanleikafrumsetning, teljanleikafrumsenda",,na,,Eintala,,,,,,,,countability axiom,,,,,,,,,5460
teljanleiki,,na,kk,Eintala,,,,,,,,"countability, denumerability, enumerability",,,,,,,,,5461
teljari,,na,kk,Eintala,,,,,,,denominator,numerator,,,,,,,,,5462
"tempruð dreif, temprað dreififelli",,na,,Eintala,,,,,,,,"tame distribution, tempered distribution",,,,,,,,,5463
tengd ástönd,,na,hk,Fleirtala,,,,,,,,communicating states,,,,,,,,,5464
tengi-,,pref,,,,,,,,,,associative,,,,,,,,,5465
tengilína,,na,kvk,Eintala,,,,,,,,connecting line,,,,,,,,,5466
tengill,,na,kk,Eintala,,,,,,,,associator,,,,,,,,,5467
tengimótun,,na,kvk,Eintala,,,,,,,,connecting homomorphism,,,,,,,,,5468
"tengin aðgerð, tengin reikniaðgerð",,na,kvk,Eintala,,,,,,,,associative operation,,,,,,,,,5469
tengin algebra,,na,kvk,Eintala,,,,,,,,associative algebra,,,,,,,,,5470
tenging,,na,kvk,Eintala,,,,,,,,coupling,,,,,,,,,5471
tenginn,,ls,kk,Eintala,,,,,,,,associative,,,,,,,,,5472
tengiregla,,na,kvk,Eintala,,,,,,,,"associative law, associative rule, associativity law",,,,,,,,,5473
tengivegur,,na,kk,Eintala,,,,,,,,connecting path,,,,,,,,,5474
tengni,,na,kvk,Eintala,,,,,,,,associativity,,,,,,,,,5475
"tengslatafla, slembitafla",,na,kvk,Eintala,,,,,,,,contingency table,,,,,,,,,5476
tengt frumíðal,,na,hk,Eintala,,,,,,,,associated prime ideal,,,,,,,,,5477
"teningsgrúpa, áttflötungsgrúpa",,na,kvk,Eintala,,,,,,,,"hexahedral group, octahedral group",,,,,,,,,5478
"teningstala, verpiltala",,na,kvk,Eintala,,,,,,,cube,perfect cube,,,,,,,,,5479
"teningur, verpill, reglulegur sexflötungur",,na,kk,Eintala,,,,,,,,"(in geometry) cube, regular hexahedron",,,,,,,,,5480
tíðni,,na,kvk,Eintala,,,,,,,,frequency,,,,,,,,,5481
tíðnidreifing,,na,kvk,Eintala,,,,,,,,frequency distribution,,,,,,,,,5482
tíðnifall,,na,hk,Eintala,,,,,,,,"frequency function, probability frequency function",,,,,,,,,5483
tíðnirit,,na,hk,Eintala,,,,,,,,frequency diagram,,,,,,,,,5484
tígulflötungur,,na,kk,Eintala,,,,,,,,rhombohedron,,,,,,,,,5485
"tígull, tigull",,na,kk,Eintala,,,,,,,,rhombus,,,,,,,,,5486
tíhyrningur,,na,kk,Eintala,,,,,,,,decagon,,,,,,,,,5487
tilfærsla,,na,kvk,Eintala,,,,,,,"translation, motion, movement, isometry",displacement,,,,,,,,,5488
"tilfærsla á stuðlum, stuðlatilfærsla",,na,kvk,Eintala,,,,,,,,"variation of parameters, variation of constants",,,,,,,,,5489
"tilfelli, tilvik",,na,hk,Eintala,,,,,,,,case,,,,,,,,,5490
tilgáta,,na,kvk,Eintala,,,,,,,,conjecture,,,,,,,,,5491
tilgáta,,na,kvk,Eintala,,,,,,,,hypothesis,,,,,,,,,5492
tilgáta Riemanns,,na,kvk,Eintala,,,,,,,,"Riemann's conjecture, Riemann hypothesis",,,,,,,,,5493
"tilheyra, vera í, vera stak í",,sag,,,,,,,,,,"belong to, be an element of",,,,,,,,,5494
tilraun,,na,kvk,Eintala,,,,,,,,trial,,,,,,,,,5495
tilraunafall,,na,hk,Eintala,,,,,,,,trial function,,,,,,,,,5496
"tilraunahögun, högun",,na,kvk,Eintala,,,,,,,,"design of experiment, experimental design",,,,,,,,,5497
tilraunaskekkja,,na,kvk,Eintala,,,,,,,,experimental error,,,,,,,,,5498
tilsvarandi óhliðrað hneppi,,na,hk,Eintala,,,,,,,,associated homogeneous system,,,,,,,,,5499
tiltölulega lokað mengi,,na,hk,Eintala,,,,,,,,relatively closed set,,,,,,,,,5500
tiltölulega opið mengi,,na,hk,Eintala,,,,,,,,relatively open set,,,,,,,,,5501
tiltölulega þjappað mengi,,na,hk,Eintala,,,,,,,,relatively compact set,,,,,,,,,5502
tilvikasönnun,,na,kvk,Eintala,,,,,,,,proof by cases,,,,,,,,,5503
tilviljun,,na,kvk,Eintala,,,,,,,,chance,,,,,,,,,5504
"tilviljunarákvörðun, tilviljanakennd ákvörðun",,na,kvk,Eintala,,,,,,,,chance decision,,,,,,,,,5505
tilvist,,na,kvk,Eintala,,,,,,,,existence,,,,,,,,,5506
tilvistar- og ótvíræðnisetning,,na,kvk,Eintala,,,,,,,,unique existence theorem,,,,,,,,,5507
tilvistarleysi,,na,hk,Eintala,,,,,,,,non-existence,,,,,,,,,5508
tilvistarlokun,,na,kvk,Eintala,,,,,,,,existential closure,,,,,,,,,5509
"tilvistarmagnari, tilvistarvirki",,na,kk,Eintala,,,,,,,,existential quantifier,,,,,,,,,5510
tilvistarsetning,,na,kvk,Eintala,,,,,,,,existence theorem,,,,,,,,,5511
tilvistarsönnun,,na,kvk,Eintala,,,,,,,,"existence proof, proof of existence",,,,,,,,,5512
tilvistartákn,,na,hk,Eintala,,,,,,,existential quantifier,existential symbol,,,,,,,,,5513
tímabreyta,,na,kvk,Eintala,,,,,,,,time parameter,,,,,,,,,5514
"tímaóháður, sjálfstýrandi",,ls,,,,,,,,,,autonomous,,,,,,,,,5515
tímaraðagreining,,na,kvk,Eintala,,,,,,,,"analysis of time series, time series analysis",,,,,,,,,5516
"tímaröð, tímaruna",,na,kvk,Eintala,,,,,,,,time series,,,,,,,,,5517
tímarúm,,na,hk,Eintala,,,,,,,,space-time,,,,,,,,,5518
töfraferningur,,na,kk,Eintala,,,,,,,,magic square,,,,,,,,,5519
togferill,,na,kk,Eintala,,,,,,,,tractory,,,,,,,,,5520
togfræði,,na,kvk,Eintala,,,,,,,,homotopy theory,,,,,,,,,5521
toggerð,,na,kvk,Eintala,,,,,,,,homotopy type,,,,,,,,,5522
toggrúpa,,na,kvk,Eintala,,,,,,,,homotopy group,,,,,,,,,5523
togjafngildi,,na,hk,Eintala,,,,,,,,homotopy equivalence,,,,,,,,,5524
togjafngildur,,ls,kk,Eintala,,,,,,,,"homotopy-equivalent, homotopically equivalent",,,,,,,,,5525
toglest,,na,kvk,Eintala,,,,,,,,homotopy sequence,,,,,,,,,5526
togunarinndragi,,na,kk,Eintala,,,,,,,,deformation retract,,,,,,,,,5527
togunarinndráttur,,na,kk,Eintala,,,,,,,,deformation retraction,,,,,,,,,5528
tólfflata,,ls,,,,,,,,,,dodecahedral,,,,,,,,,5529
"tólfflötungsgrúpa, tvítugflötungsgrúpa",,na,kvk,Eintala,,,,,,,,"dodecahedral group, icosahedral group",,,,,,,,,5530
tólfflötungur,,na,kk,Eintala,,,,,,,,dodecahedron,,,,,,,,,5531
tólfhyrningur,,na,kk,Eintala,,,,,,,,dodecagon,,,,,,,,,5532
tölfræði,,na,kvk,Eintala,,,,,,,statistic,statistics,,,,,,,,,5533
tölfræðileg ályktun,,na,kvk,Eintala,,,,,,,,"inference, statistical inference",,,,,,,,,5534
tölfræðileg marktekt,,na,kvk,Eintala,,,,,,,,statistical significance,,,,,,,,,5535
tölfræðileg tilgáta,,na,kvk,Eintala,,,,,,,,statistical hypothesis,,,,,,,,,5536
tölfræðilega marktækur,,ls,kk,Eintala,,,,,,,,statistically significant,,,,,,,,,5537
tölfræðilegt eftirlit,,na,hk,Eintala,,,,,,,,statistical control,,,,,,,,,5538
"tölfræðilegt próf, marktektarpróf",,na,hk,Eintala,,,,,,,,"statistical test, test of hypothesis, test of significance",,,,,,,,,5539
tölfræðingur,,na,kk,Eintala,,,,,,,,statistician,,,,,,,,,5540
tölugildur,,ls,kk,Eintala,,,,,,,,scalar valued,,,,,,,,,5541
"tölukrappi, krappatala",,na,,Eintala,,,,,,,,scalar curvature,,,,,,,,,5542
töluleg aðferð,,na,kvk,Eintala,,,,,,,,numerical method,,,,,,,,,5543
"töluleg deildun, töluleg diffrun",,na,kvk,Eintala,,,,,,,,numerical differentiation,,,,,,,,,5544
"töluleg gögn, staðtölur, lýsitölur",,na,,Fleirtala,,,,,,,statistics,(in plural: statistics) statistic,,,,,,,,,5545
töluleg greining,,na,kvk,Eintala,,,,,,,,numerical analysis,,,,,,,,,5546
"töluleg heildun, töluleg tegrun",,na,kvk,Eintala,,,,,,,,"numerical integration, numerical quadrature",,,,,,,,,5547
"töluleg lausn, talnalausn",,na,kvk,Eintala,,,,,,,,numerical solution,,,,,,,,,5548
töluleg línuleg algebra,,na,kvk,Eintala,,,,,,,,numerical linear algebra,,,,,,,,,5549
töluleg nálgunarfræði,,na,kvk,Eintala,,,,,,,,numerical approximation theory,,,,,,,,,5550
"tölulegur, talnalegur",,ls,kk,Eintala,,,,,,,,"numerical, numeric",,,,,,,,,5551
tölumargfeldi (vigurs),,na,hk,Eintala,,,,,,,,"(of a vector) scalar multiple, scalar product",,,,,,,,,5552
tölumargföldun,,na,kvk,Eintala,,,,,,,,scalar multiplication,,,,,,,,,5553
töluóbreyta,,na,kvk,Eintala,,,,,,,,numerical invariant,,,,,,,,,5554
tölusetning,,na,kvk,Eintala,,,,,,,"denumeration, enumeration","numbering, numeration",,,,,,,,,5555
"tölusett net, markað net, merkt net",,na,hk,Eintala,,,,,,,,labelled graph,,,,,,,,,5556
tölusettur,,ls,kk,Eintala,,,,,,,,numbered,,,,,,,,,5557
tölustafur,,na,kk,Eintala,,,,,,,digit,numeral,,,,,,,,,5558
"tölustafur, fingur",,na,kk,Eintala,,,,,,,"bigit, binary digit, bit, decimal digit, numeral, place digit",digit,,,,,,,,,5559
"tölustafur, fingur",,na,kk,Eintala,,,,,,,digit,place digit,,,,,,,,,5560
tölusvið,,na,hk,Eintala,,,,,,,,scalar field,,,,,,,,,5561
"tölva, reiknivél",,na,kvk,Eintala,,,,,,,calculator,computer,,,,,,,,,5562
"tölvufræði, tölvunarfræði",,na,kvk,Eintala,,,,,,,,computer science,,,,,,,,,5563
"tómt mengi, tómamengi",,na,hk,Eintala,,,,,,,,"empty set, void set, vacuous set",,,,,,,,,5564
tómur,,ls,kk,Eintala,,,,,,,,"empty, vacuous, void",,,,,,,,,5565
tómur flokkur,,na,kk,Eintala,,,,,,,empty set,"empty class, null-class, vacuous class, void class",,,,,,,,,5566
topphorn,,na,hk,Eintala,,,,,,,,"apex angle, apical angle, vertex angle",,,,,,,,,5567
"topphorn, gagnstæð horn",,na,hk,Eintala,,,,,,,,"opposite angles, vertical angles",,,,,,,,,5568
topppunktur,,na,kk,Eintala,,,,,,,,(of an isosceles triangle) vertex,,,,,,,,,5569
"topppunktur, tindur, toppur, broddur",,na,kk,Eintala,,,,,,,,"apex, vertex",,,,,,,,,5570
torræð tala,,na,kvk,Eintala,,,,,,,,transcendental number,,,,,,,,,5571
torræðni,,na,kvk,Eintala,,,,,,,,transcendence,,,,,,,,,5572
torræðnigrunnur,,na,kk,Eintala,,,,,,,,"transcendence basis, transcendental basis",,,,,,,,,5573
torræðnistig,,na,hk,Eintala,,,,,,,,transcendence degree,,,,,,,,,5574
torræður,,ls,kk,Eintala,,,,,,,,"transcendental, transcendent",,,,,,,,,5575
torrætt fall,,na,hk,Eintala,,,,,,,,transcendental function,,,,,,,,,5576
"trapisa, hálfsamsíðungur",,na,,Eintala,,,,,,,,"trapezoid, trapezium",,,,,,,,,5577
tré,,na,hk,Eintala,,,,,,,arborescence,tree,,,,,,,,,5578
trefja,,na,kvk,Eintala,,,,,,,,"fibre, fiber",,,,,,,,,5579
trefjabundin,,na,,Eintala,,,,,,,"bundle, vector bundle",fibre bundle,,,,,,,,,5580
trefjamargfeldi,,na,hk,Eintala,,,,,,,,"fibre product, fibred product, pull-back",,,,,,,,,5581
trefjarækin vörpun,,na,kvk,Eintala,,,,,,,,fibre preserving mapping,,,,,,,,,5582
trefjarúm,,na,hk,Eintala,,,,,,,"fibration, fibring",fibre space,,,,,,,,,5583
trefjun,,na,kvk,Eintala,,,,,,,fibre space,"fibration, fibering, fibring",,,,,,,,,5584
tregða,,na,kvk,Eintala,,,,,,,,inertia,,,,,,,,,5585
"tregðuregla, tregðuregla Sylvesters",,na,kvk,Eintala,,,,,,,,"law of inertia, Sylvester's law",,,,,,,,,5586
tregðuvísir,,na,kk,Eintala,,,,,,,,index of inertia,,,,,,,,,5587
troðsla,,na,kvk,Eintala,,,,,,,,packing,,,,,,,,,5588
troðsluverkefni,,na,hk,Eintala,,,,,,,,packing problem,,,,,,,,,5589
troðsluþéttleiki,,na,kk,Eintala,,,,,,,,packing density,,,,,,,,,5590
truflaður,,ls,kk,Eintala,,,,,,,,perturbed,,,,,,,,,5591
truflanafræði,,na,kvk,Eintala,,,,,,,,perturbation theory,,,,,,,,,5592
truflanaliður,,na,kk,Eintala,,,,,,,,perturbing term,,,,,,,,,5593
truflanastiki,,na,kk,Eintala,,,,,,,,perturbation parameter,,,,,,,,,5594
truflun,,na,kvk,Eintala,,,,,,,,perturbation,,,,,,,,,5595
trygg túlkun,,na,kvk,Eintala,,,,,,,,faithful interpretation,,,,,,,,,5596
trygg útsetning,,na,kvk,Eintala,,,,,,,,faithful representation,,,,,,,,,5597
trygg verkun,,na,kvk,Eintala,,,,,,,,"effective action, effective operation, faithful action, faithful operation",,,,,,,,,5598
tryggilega flatur,,ls,kk,Eintala,,,,,,,,faithfully flat,,,,,,,,,5599
tryggingastærðfræði,,na,kvk,Eintala,,,,,,,,actuarial mathematics,,,,,,,,,5600
tryggur,,ls,kk,Eintala,,,,,,,,faithful,,,,,,,,,5601
tryggur mótull,,na,kk,Eintala,,,,,,,,faithful module,,,,,,,,,5602
tryggur varpi,,na,kk,Eintala,,,,,,,,faithful functor,,,,,,,,,5603
Tsjebysjev-margliða,,na,kvk,Eintala,,,,,,,,Chebyshev polynomial,,,,,,,,,5604
tuga-,,pref,,,,,,,,,,"decimal, decadic",,,,,,,,,5605
tugabrot,,na,hk,Eintala,,,,,,,,"decimal, decimal fraction",,,,,,,,,5606
tugabrot,,na,hk,Eintala,,,,,,,,decimal fraction,,,,,,,,,5607
tugabrotshluti,,na,kk,Eintala,,,,,,,,decimal part,,,,,,,,,5608
"tugabrotsliðun, tugabrotsrakning, tugabrotsteygð",,na,kvk,Eintala,,,,,,,,decimal expansion,,,,,,,,,5609
"tugafylling, tugafyllitala",,na,kvk,Eintala,,,,,,,,complement with respect to,,,,,,,,,5610
tugakerfi,,na,hk,Eintala,,,,,,,numeration system,"decimal numeration system, decimal number system, decimal system (of numeration)",,,,,,,,,5611
"tugalogri, venjulegur logri, logri með grunntölu, logri með stofntölu, Briggs-logri",,na,kk,Eintala,,,,,,,,"Briggs logarithm, common logarithm, decimal logarithm, vulgar logarithm",,,,,,,,,5612
tugasæti,,na,hk,Eintala,,,,,,,,decimal place,,,,,,,,,5613
tugastafur,,na,kk,Eintala,,,,,,,,"decimal, decimal digit",,,,,,,,,5614
tugastafur,,na,kk,Eintala,,,,,,,,decimal digit,,,,,,,,,5615
"tugatala, tala í tugakerfi",,na,kvk,Eintala,,,,,,,,"decimal, decimal number",,,,,,,,,5616
túlkun,,na,kvk,Eintala,,,,,,,,interpretation,,,,,,,,,5617
tunna,,na,kvk,Eintala,,,,,,,,barrel,,,,,,,,,5618
tunnurúm,,na,hk,Eintala,,,,,,,,"barrelled space, tunnelled space",,,,,,,,,5619
Turing-reiknanlegur,,ls,kk,Eintala,,,,,,,,Turing computable,,,,,,,,,5620
Turing-vél,,na,kvk,Eintala,,,,,,,,Turing machine,,,,,,,,,5621
turn,,na,kk,Eintala,,,,,,,,tower,,,,,,,,,5622
turn af sviðum,,na,kk,Eintala,,,,,,,,field tower,,,,,,,,,5623
tveggja manna leikur,,na,kk,Eintala,,,,,,,,two-person game,,,,,,,,,5624
tveggjaferningasetning,,na,kvk,Eintala,,,,,,,,two squares theorem,,,,,,,,,5625
tveir og tveir,,,,,,,,,,,,pairwise,,,,,,,,,5626
"tvennd, raðtvennd, röðuð tvennd",,na,kvk,Eintala,,,,,,,,"couple, ordered couple, ordered pair, pair",,,,,,,,,5627
tvíaðfelldur þríhyrningur,,na,kk,Eintala,,,,,,,,doubly asymptotic triangle,,,,,,,,,5628
tvíblaða,,ls,,,,,,,,,,two-sheeted,,,,,,,,,5629
"tvíblaða breiðbogaflötur, tvískála breiðbogaflötur",,na,kk,Eintala,,,,,,,,"hyperboloid of two sheets, parted hyperboloid, two-sheet hyperboloid",,,,,,,,,5630
tvíblaða þekjurúm,,na,hk,Eintala,,,,,,,,two-sheeted covering space,,,,,,,,,5631
"tvídeildanlegur, tvídiffranlegur",,ls,kk,Eintala,,,,,,,,twice differentiable,,,,,,,,,5632
tvífléttingur,,na,kk,Eintala,,,,,,,,"bicomplex, double complex",,,,,,,,,5633
tvíflokkun,,na,kvk,Eintala,,,,,,,,dichotomy,,,,,,,,,5634
tvíflötungsgrúpa,,na,kvk,Eintala,,,,,,,,dihedral group,,,,,,,,,5635
tvíflötungur,,na,kk,Eintala,,,,,,,,dihedron,,,,,,,,,5636
tvígild rökfræði,,na,kvk,Eintala,,,,,,,,two-valued logic,,,,,,,,,5637
tvígildur,,ls,kk,Eintala,,,,,,,,bivalent,,,,,,,,,5638
tvígildur,,ls,kk,Eintala,,,,,,,,two-valued,,,,,,,,,5639
tvíhliða,,ls,,,,,,,,,,two-sided,,,,,,,,,5640
tvíhliða flötur,,na,kk,Eintala,,,,,,,,two-sided surface,,,,,,,,,5641
tvíhliða íðal,,na,hk,Eintala,,,,,,,,two-sided ideal,,,,,,,,,5642
tvíhliða mótull,,na,kk,Eintala,,,,,,,,two-sided module,,,,,,,,,5643
tvíhliða öryggisbil,,na,hk,Eintala,,,,,,,,two-sided confidence interval,,,,,,,,,5644
tvíhliða próf,,na,hk,Eintala,,,,,,,,"double-tailed test, two-sided test",,,,,,,,,5645
tvíhliða umhverfa,,na,kvk,Eintala,,,,,,,,two-sided inverse,,,,,,,,,5646
"tvíhliða, frá báðum hliðum",,,,,,,,,,,,bilateral,,,,,,,,,5647
tvíhlutanet,,na,hk,Eintala,,,,,,,,bipartite graph,,,,,,,,,5648
tvíhornalínufylki,,na,hk,Eintala,,,,,,,,bidiagonal matrix,,,,,,,,,5649
tvíhyrningur,,na,kk,Eintala,,,,,,,,digon,,,,,,,,,5650
"tvíhyrningur, kúlutvíhyrningur, kúlusigð",,na,,Eintala,,,,,,,lune,"biangle, gore, spherical digon, spherical lune",,,,,,,,,5651
"tvíkeila, tvöföld keila",,na,kvk,Eintala,,,,,,,,"bicone, double cone",,,,,,,,,5652
tvíkostur,,na,kk,Eintala,,,,,,,Fredholm alternative,alternative,,,,,,,,,5653
"tvíkostur Fredholms, tilvik Fredholms",,na,,Eintala,,,,,,,,Fredholm alternative,,,,,,,,,5654
"tvíkryppudreifing, tvítindadreifing",,na,kvk,Eintala,,,,,,,multimodal distribution,"bimodal distribution, double-peaked distribution",,,,,,,,,5655
"tvíliða jafna, tvíliðujafna",,na,kvk,Eintala,,,,,,,,binomial equation,,,,,,,,,5656
"tvíliða, tvíliða stærð",,na,kvk,Eintala,,,,,,,,binomial,,,,,,,,,5657
"tvíliðu-, tvíliða",,,,,,,,,,,,binomial,,,,,,,,,5658
"tvíliðudreifing, tvíkostadreifing, Bernoulli-dreifing",,na,kvk,Eintala,,,,,,,"Bernoulli distribution, multinomial distribution, polynomial distribution",binomial distribution,,,,,,,,,5659
tvíliðuregla,,na,kvk,Eintala,,,,,,,binomial theorem,binomial formula,,,,,,,,,5660
tvíliðuröð,,na,kvk,Eintala,,,,,,,,binomial series,,,,,,,,,5661
tvíliðusetning,,na,kvk,Eintala,,,,,,,binomial formula,binomial theorem,,,,,,,,,5662
tvíliðustuðull,,na,kk,Eintala,,,,,,,,binomial coefficient,,,,,,,,,5663
tvílíkindafylki,,na,hk,Eintala,,,,,,,,bistochastic matrix,,,,,,,,,5664
tvílínuleg vörpun,,na,kvk,Eintala,,,,,,,,"bilinear transformation, bilinear mapping",,,,,,,,,5665
tvílínulegt form,,na,hk,Eintala,,,,,,,,bilinear form,,,,,,,,,5666
tvílínulegur,,ls,kk,Eintala,,,,,,,,bilinear,,,,,,,,,5667
tvílitun,,na,kvk,Eintala,,,,,,,,bicolouring,,,,,,,,,5668
"tvílotubundinn, tvílotulegur",,ls,kk,Eintala,,,,,,,,doubly periodic,,,,,,,,,5669
tvílotuleiki,,na,kk,Eintala,,,,,,,,double periodicity,,,,,,,,,5670
"tvinn-, tvinntalna-",,pref,,,,,,,,,,complex,,,,,,,,,5671
"tvinnbreyta, tvinnbreytistærð",,na,kvk,Eintala,,,,,,,,complex variable,,,,,,,,,5672
"tvinnfall, tvinngilt fall, tvinntölugilt fall",,na,hk,Eintala,,,,,,,,"complex function, complex-valued function",,,,,,,,,5673
"tvinnfallagreining, tvinnfallafræði, tvinngreining",,na,kvk,Eintala,,,,,,,,"complex analysis, function theory",,,,,,,,,5674
"tvinnfylki, tvinntalnafylki",,na,hk,Eintala,,,,,,,,complex matrix,,,,,,,,,5675
"tvinngildur, tvinntölugildur",,ls,kk,Eintala,,,,,,,,"complex-valued, complex valued",,,,,,,,,5676
tvinnlína,,na,kvk,Eintala,,,,,,,,complex line,,,,,,,,,5677
tvinnlínubundin,,na,,Eintala,,,,,,,,(in geometry) complex line bundle,,,,,,,,,5678
tvinnpunktur,,na,kk,Eintala,,,,,,,,complex point,,,,,,,,,5679
tvinnrúmfræði,,na,kvk,Eintala,,,,,,,,complex geometry,,,,,,,,,5680
tvinnslétta,,na,kvk,Eintala,,,,,,,,(2-dimensional complex linear space) complex plane,,,,,,,,,5681
tvinntala,,na,kvk,Eintala,,,,,,,imaginary number,complex number,,,,,,,,,5682
tvinntalnakerfi,,na,hk,Eintala,,,,,,,complex number field,complex number system,,,,,,,,,5683
tvinntalnarúm,,na,hk,Eintala,,,,,,,"number space, real number space",complex number space,,,,,,,,,5684
"tvinntalnaslétta, tvinnslétta",,na,kvk,Eintala,,,,,,,,"Argand plane, complex number plane, complex plane, Gauss number plane, Gaussian plane",,,,,,,,,5685
tvinntalnasvið,,na,hk,Eintala,,,,,,,,"complex field, complex number field, field of complex numbers",,,,,,,,,5686
tvinnun,,na,kvk,Eintala,,,,,,,,complexification,,,,,,,,,5687
tvinnvarplína,,na,kvk,Eintala,,,,,,,complex sphere,complex projective line,,,,,,,,,5688
"tvinnvarprúm, varprúm yfir tvinntölurnar",,na,hk,Eintala,,,,,,,,complex projective space,,,,,,,,,5689
"tvinnvarpslétta, varpslétta yfir tvinntölurnar",,na,kvk,Eintala,,,,,,,,complex projective plane,,,,,,,,,5690
"tvinnvigurrúm, tvinnlínulegt rúm, vigurrúm yfir tvinntölurnar, línulegt rúm yfir tvinntölurnar",,na,hk,Eintala,,,,,,,,"complex vector space, complex linear space",,,,,,,,,5691
"tvinnþverstaðalgrúpa, þverstaðalgrúpa yfir tvinntölurnar",,na,kvk,Eintala,,,,,,,,complex orthogonal group,,,,,,,,,5692
"tvípunktur, tvöfaldur punktur",,na,kk,Eintala,,,,,,,,double point,,,,,,,,,5693
"tvíraðafylgni, tvírunufylgni",,na,kvk,Eintala,,,,,,,,biserial correlation,,,,,,,,,5694
tvírétthyrndur,,ls,kk,Eintala,,,,,,,,birectangular,,,,,,,,,5695
tvískífa,,na,kvk,Eintala,,,,,,,,"bicylinder, bidisk",,,,,,,,,5696
"tvískilyrðing, gagnkvæm skilyrðing",,na,kvk,Eintala,,,,,,,equivalence,"biconditional, material equivalence",,,,,,,,,5697
tvískipting,,na,kvk,Eintala,,,,,,,,disection,,,,,,,,,5698
"tvískipting, tvíhlutun",,na,kvk,Eintala,,,,,,,,bipartition,,,,,,,,,5699
tvískiptitala,,na,kvk,Eintala,,,,,,,,dyadic number,,,,,,,,,5700
tvísniðill,,na,kk,Eintala,,,,,,,,bisecant,,,,,,,,,5701
tvístæð aðgerð,,na,kvk,Eintala,,,,,,,,binary operation,,,,,,,,,5702
"tvístæð samtenging, tvístæður tengill",,na,,Eintala,,,,,,,,binary connective,,,,,,,,,5703
tvístæð umsögn,,na,kvk,Eintala,,,,,,,,"binary predicate, two-place predicate",,,,,,,,,5704
tvístæð vensl,,na,hk,Fleirtala,,,,,,,,"binary relation, two-place relation",,,,,,,,,5705
tvístæður,,ls,kk,Eintala,,,,,,,,"(having two variables) binary, dyadic, two-place",,,,,,,,,5706
