Hugtök: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
réttstæð snúðkeila,na,kvk,Eintala,,,,réttstæð hringkeila,,,"circular cone, right cone",right circular cone,,,,,,,,4182
réttstæð strýta,na,,Eintala,,,,réttstæður píramíti,,,,right pyramid,,,,,,,,4183
réttsýnishringur,na,kk,Eintala,,,,,,,,director circle,,,,orthoptic circle,,,,4186
réttsælis,at,,,,,,sólarsinnis,,,,clockwise,,,,,,,,4178
réttur,ls,kk,Eintala,,,,,,,,rectangular,,,,,,,,4187
réttur tölustafur,na,kk,Eintala,,,,,,,significant digit,valid digit,,,,,,,,4188
rétt horn,na,hk,Eintala,<ref idTerm=2198>Horn</ref> kallast \textit{rétt horn} ef <ref idTerm=334>armar</ref> þess eru <ref idTerm=6469>þverstæðir</ref>. Slíkt horn <ref idTerm=2223>mælist</ref> \(\frac{\pi}{2}\) <ref idTerm=478>radíana</ref> eða 90 <ref idTerm=1667>gráður</ref>.,Á eftirfarandi mynd er \(\angle AOB\) rétt horn (og þar með líka \(\angle BOC\)):\n\n\begin{center}\n\includegraphics[width=150px]{myndir/rett_horn.png}\n\end{center},,,,,,right angle,,,,,,,,4167
Riemann-firð,na,kvk,Eintala,,,,,,,,Riemannian metric,,,,,,,,4189
Riemann-flötur,na,kk,Eintala,,,,,,,,Riemann surface,,,,Riemannian surface,,,,4190
Riemann-heildi,na,hk,Eintala,,,,Riemann-tegur,,,,Riemann integral,,,,Riemannian integral,,,,4191
Riemann-krappaþinur,na,kk,Eintala,,,,"Riemann-sveigjuþinur, krappaþinur Riemanns, sveigjuþinur Riemanns",,,,Riemann curvature tensor,,,,,,,,4192
Riemann-samgangur,na,kk,Eintala,,,,,,,,Riemannian connection,,,,,,,,4193
Riemann-Stieltjes-heildi,na,hk,Eintala,,,,Riemann-Stieltjes-tegur,,,,Riemann-Stieltjes integral,,,,,,,,4194
Riemann-víðátta,na,kvk,Eintala,,,,,,,,Riemannian manifold,,,,Riemannian space,,,,4195
Riesz-framsetningarsetning,na,kvk,Eintala,,,,,,,,Riesz representation theorem,,,,,,,,4196
rim,na,kvk,Eintala,,,,,,,,(of a triangle) transversal,,,,,,,,4202
ris,na,hk,Eintala,,,,,,,,ascent,,,,,,,,4203
risaðferð,na,kvk,Eintala,,,,,,,,ascent method,,,,,,,,4204
risaðferð,na,kvk,Eintala,,,,,,,"gradient method, method of steepest ascent",method of ascent,,,,,,,,4205
risaðferð mesta bratta,na,kvk,Eintala,,,,,,,gradient method,method of steepest ascent,,,,steepest ascent method,,,,4206
risskref,na,hk,Eintala,,,,,,,,ascent step,,,,,,,,4207
rit,na,hk,Eintala,,,,,,,"bar diagram, block diagram, column diagram, correlation diagram, dispersion diagram, Dynkin diagram, flow diagram, frequency diagram, scatter diagram",diagram,,,,,,,,4208
ritháttur,na,kk,Eintala,,,,,,,,notation,,,,,,,,4209
rífkandi,ls,,Eintala,,,,,,,,expansive,,,,,,,,4197
ríki,na,hk,Eintala,,,,,,,,category,,,,,,,,4198
ríki af ríkjum,na,hk,Eintala,,,,ríkjaríki,,,,category of categories,,,,,,,,4199
ríkjafræði,na,kvk,Eintala,,,,,,,,category theory,,,,,,,,4200
ríkuleg tala,na,kvk,Eintala,,,,,,,,abundant number,,,,superfluous number,,,,4201
róffræði,na,kvk,Eintala,,,,litrófsfræði,,,,spectral theory,,,,,,,,4221
rófgeisli,na,kk,Eintala,,,,,,,,spectral radius,,,,,,,,4222
rófgreining,na,kvk,Eintala,,,,,,,,spectral analysis,,,,,,,,4223
rófheildi,na,hk,Eintala,,,,róftegur,,,,spectral integral,,,,,,,,4224
rófliðun,na,kvk,Eintala,,,,,,,,spectral decomposition,,,,,,,,4225
rófmál,na,hk,Eintala,,,,,,,,spectral measure,,,,,,,,4226
rófsetning,na,kvk,Eintala,,,,,,,,spectral theorem,,,,,,,,4227
róf,na,hk,Eintala,,,,litróf,,,,spectrum,,,,,,,,4220
rómverskar tölur,na,,Fleirtala,,,,rómversk tölutákn,,,,Roman numerals,,,,,,,,4247
rós,na,,Eintala,,,,rósarferill,,,,rhodonea,,,,rose,,,,4248
rót,na,hk,Eintala,,,,,,,,(of a vector field) curl,,,,rotation,,,,4249
rót,na,kvk,Eintala,Sú <ref idTerm=4093>rauntala</ref> \(x \geq 0\) sem uppfyllir \(x^n=a\) þar sem \(n \geq 1\) er <ref idTerm=3475>náttúruleg tala</ref> kallast \textit{\(n\)-ta rótin} af \(a\) og táknuð með \(\sqrt[n]{a}\). <ref idTerm=5397>Talan</ref> \(a\) kallast \textit{rótarstofn} og \(n\) kallast \textit{rótarvísir},Rætur fullnægja tveimur <ref idTerm=4150>reiknireglum</ref> sem oft eru kallaðar \textit{rótarreglurnar}. Þær segja:\n\n\begin{enumerate}\n    \item \(\sqrt[n]{a \cdot b} = \sqrt[n]{a} \cdot \sqrt[n]{b}\)\n    \item \(\displaystyle{\sqrt[n]{\frac{a}{b}} = \frac{\sqrt[n]{a}}{\sqrt[n]{b}}}\)\n\end{enumerate},,,,,"solution by radicals, surd",(of a number) radical,,,,"radix, root",,,,4250
rót,na,kvk,Eintala,,,,,,,,(of an algebra) radical,,,,,,,,4251
rót,na,kvk,Eintala,,,,,,,,(of a rooted tree) root,,,,,,,,4252
rótarfall,na,hk,Eintala,"<ref idTerm=1078>Fall</ref> sem varpar sérhverju <ref idTerm=5128>staki</ref> \(x\) úr <ref idTerm=1343>skilgreiningarmenginu</ref> í \(n\)-tu <ref idTerm=4250>rót</ref> þess \(\sqrt[n]{x}\), þar sem \(n \geq 2\) er <ref idTerm=3475>náttúruleg tala</ref>.","Ef \(n\) er <ref idTerm=2546>slétt tala</ref> sýnir myndin að neðan hvernig <ref idTerm=2955>graf</ref> rótarfallsins \[ g_s: [0, \infty[ \to [0, \infty[; \quad g_s(x) = \sqrt[n]{x} \] lítur út. Eins og grafið endurspeglar er \(g_s\) <ref idTerm=5250>stranglega vaxandi</ref> og <ref idTerm=1586>gagntækt</ref> og þar með <ref idTerm=274>andhverfanlegt</ref>. Andhverfa þess er <ref idTerm=927>einskorðun</ref> \(n\)-ta <ref idTerm=6009>veldisfallsins</ref> við <ref idTerm=457>bilið</ref> \([0, \infty[\), þ.e. \[ f_s|_{[0,\infty[}: [0, \infty[ \to [0, \infty[; \quad f_s|_{[0,\infty[}(x) = x^n \] \n\n\begin{center}\n\includegraphics[width=150px]{myndir/slett_nta_rot.png}\n\end{center}\n\nEf \(n\) er <ref idTerm=3659>oddatala</ref> sýnir myndin að neðan hvernig graf rótarfallsins \[ g_o: \mathbb{R} \to \mathbb{R}; \quad g_o(x) = \sqrt[n]{x} \] lítur út. Eins og grafið endurspeglar er \(g_o\) stranglega vaxandi og gagntækt og því andhverfanlegt. Andhverfa þess er \(n\)-ta veldisfallið \[ f_o: \mathbb{R} \to \mathbb{R}; \quad f_o(x) = x^n \]\n\n\begin{center}\n\includegraphics[width=150px]{myndir/odda_nta_rot.png}\n\end{center}",,,,,,root function,,,,,,,,4255
rótaríðal,na,hk,Eintala,,,,,,,,radical ideal,,,,,,,,4256
rótarmerki,na,hk,Eintala,,,,,,,,radical sign,,,,"radical, root sign",,,,6630
rótarpróf,na,hk,Eintala,,,,,,,,root test,,,,,,,,4257
rótarstofn,na,kk,Eintala,,,,,,,,radicand,,,,,,,,4259
rótarstæða,na,kvk,Eintala,,,,,,,radical,surd,,,,,,,,4258
rótartré,na,hk,Eintala,,,,,,,,rooted tree,,,,,,,,4260
rótarvísir,na,kk,Eintala,,,,,,,,(of a root) index,,,,,,,,4261
rótlaus,ls,,,,,,"rótvana, hvirflalaus",,,,irrotational,,,,"lamellar, non-rotational, non-vortical",,,,4262
rót,na,kvk,Eintala,Fyrir <ref idTerm=1948>margliðu</ref> \(P\) kallast <ref idTerm=4093>rauntala</ref> \(r\) þannig að \(P(r)=0\) \textit{rót} eða \textit{núllstöð} margliðunnar.,Skilgreiningin á einnig við um margliður sem eru ekki raungildar. Sjá <ref idTerm=1948>margliða</ref>.,,núllstöð,,,,(of a polynomial) root,,,,,,,,4254
rudd algebra,na,kvk,Eintala,,,,,,,,reduced algebra,,,,,,,,4263
rudd stallagerð,na,,Eintala,,,,"rudd þrepagerð, rudd þrepaskipan",,,,reduced echelon form,,,,,,,,4264
ruðningur,na,kk,Eintala,,,,,,,,reduction,,,,,,,,4265
runa,na,kvk,Eintala,,,,,,,"finite sequence, progression",sequence,,,,,,,,4286
runa,na,kvk,Eintala,,,,samstæða,,,,(in statistics) iteration,,,,run,,,,4287
runa,na,,Eintala,,,,töluhlaup,,,"arithmetic progression, geometric progression, sequence, sequence",progression,,,,,,,,4288
runufullkominn,ls,kk,Eintala,,,,,,,,sequentially complete,,,,,,,,4289
runulokaður,ls,kk,Eintala,,,,,,,,sequentially closed,,,,,,,,4290
runurúm,na,hk,Eintala,,,,,,,,sequence space,,,,,,,,4291
runusamleitinn,ls,kk,Eintala,,,,,,,,sequentially continuous,,,,,,,,4292
runuþjappaður,ls,kk,Eintala,,,,,,,,sequentially compact,,,,,,,,4293
Russell-þversögn,na,kvk,Eintala,,,,,,,,paradox of Russell,,,,Russell's paradox,,,,4294
rutt leifakerfi,na,hk,Eintala,,,,,,,,reduced residue system,,,,,,,,4296
rúm,na,hk,Eintala,,,,,,,"adjoint space, affine space, algebraic space, analytic space, Banach space, barrelled space, base space, \(B\)-space, cartesian space, characteristic space, classifying space, closed half-space, closed subspace, compact space, complete metric space, complex analytic space, complex linear space, complex number space, complex projective space, complex vector space, complex space, configuration space, conjugate space, coset space, covering space, cyclic space, discrete space, dual space, dual vector space, eigenspace, etale space, euclidean inner product space, euclidean space, factor space, fibre space, first countable space, Fréchet space, function space, half-space, Hausdorff space, hermitian space, hermitian inner product space, Hilbert space, homogeneous space, hyperbolic space, identification space, inner product space, invariant subspace, isotropic space, linear space, linear subspace, linear topological space, locally ringed space, loop space, mapping space, maximal ideal space, measurable space, measure space, metric space, Minkowski space, moduli space, multidimensional space, normal space, normed linear space, normed space, normed vector space, nuclear space, null-space, number space, one-point space, open half-space, open subspace, orbit space, oriented space, orthogonal space, parameter space, path space, phase space, pointed space, prehilbert space, probability space, product space, projective space, proper subspace, quotient space, ramified covering space, real analytic space, real linear space, real number space, real projective space, real vector space, reflexive Banach space, regular space, representation space, Riemannian space, ringed space, sample space, separable metric space, separable topological space, separated space, sequence space, sheaf space, solution space, state space, subspace, tangent space, topological linear space, topological space, topological vector space, tunnelled space, uniform space, unitary space, universal covering space, vector space",space,,,,,,,,4266
rúmferill,na,kk,Eintala,,,,"rúmlægur ferill, undinn ferill",,,,skew curve,,,,"space curve, spatial curve, twisted curve",,,,4270
rúmfræði,na,kvk,Eintala,,,,,,,"absolute geometry, affine geometry, algebraic geometry, analytic geometry, analytical geometry, cartesian geometry, combinatorial geometry, complex geometry, conformal geometry, coordinate geometry, descriptive geometry, differential geometry, elementary geometry, elliptic geometry, enumerative geometry, euclidean geometry, hyperbolic geometry, incidence geometry, intrinsic geometry, inversive geometry, metric geometry, Minkowski geometry, Möbius geometry, neutral geometry, non-archimedean geometry, non-euclidean geometry, parabolic geometry, plane geometry, projective geometry, pure geometry, real geometry, Riemannian differential geometry, Riemannian geometry, solid geometry, spherical geometry, spherics, stereometry, synthetic geometry",geometry,,,,,,,,4271
rúmfræðilegt meðaltal,na,hk,Eintala,,,,faldmeðaltal,,,mean proportional,geometric mean,,,,geometric average,,,,4274
rúmfræðilegur,,,,,,,rúmfræði-,,,,geometric,,,,geometrical,,,,4275
rúmfræði fjölda,na,kvk,Eintala,,,,talningarrúmfræði,,,,enumerative geometry,,,,,,,,4272
rúmfræði talna,na,kvk,Eintala,,,,,,,,geometry of numbers,,,,,,,,4273
rúmheildi,na,hk,Eintala,,,,,,,,space integral,,,,volume integral,,,,4276
rúmhnit,na,hk,Fleirtala,,,,,,,,spatial coordinates,,,,,,,,4277
rúmhorn,na,hk,Eintala,,,,,,,,solid angle,,,,,,,,4278
rúmlægur ferhliðungur,na,kk,Eintala,,,,,,,,skew quadrilateral,,,,,,,,4279
rúmlægur marghyrningur,na,kk,Eintala,,,,,,,,skew polygon,,,,,,,,4280
rúmmálsform,na,hk,Eintala,,,,,,,volume element,volume form,,,,,,,,4282
rúmmálsfrymi,na,hk,Eintala,,,,,,,,element of volume,,,,volume element,,,,4283
rúmmál,na,,Eintala,,,,"rúmtak, rýmd",,,,volume,,,,,,,,4281
rúmpunktur,na,kk,Eintala,,,,punktur í rúmi,,,,space point,,,,,,,,4284
rúmstæða,na,kvk,Eintala,,,,stæða í rúmi,,,,spatial configuration,,,,,,,,4285
rúm sem fullnægir fyrri teljanleikafrumsendu,na,hk,Eintala,,,,,,,,first countable space,,,,,,,,4267
rúm sem fullnægir seinni teljanleikafrumsendu,na,hk,Eintala,,,,,,,,second countable space,,,,,,,,4268
rúm-,,,,,,,"rúmstæður, rúmlægur",,,,spatial,,,,,,,,4269
rússnesk talnagrind,na,kvk,Eintala,,,,"rússnesk kúlnagrind, rússnesk reiknigrind",,,"abacus, calculating frame, counting frame",schety,,,,,,,,4295
ryðja,sag,,,,,,,,,,reduce,,,,,,,,4297
ræður,ls,kk,Eintala,,,,,,,,rational,,,,,,,,4040
ræður ferill,na,kk,Eintala,,,,,,,,rational curve,,,,unicursal curve,,,,4041
ræð tala,na,kvk,Eintala,<ref idTerm=4093>Rauntala</ref> sem er hægt að rita sem <ref idTerm=234>almennt brot</ref>.,,,,,,,rational number,,,,,,,,4039
ræma,na,kvk,Eintala,,,,,,,,strip,,,,,,,,4042
rætt fall,na,hk,Eintala,,,,,,,,rational function,,,,,,,,4043
röð,na,kvk,Eintala,,,,,,,,row,,,,,,,,4210
röð,na,kvk,Eintala,,,,,,,finite series,series,,,,,,,,4211
röðuð skipting,na,kvk,Eintala,,,,,,,,ordered partition,,,,,,,,4214
röðuð \(n\)-d,,,Eintala,,,,"röðuð \(n\)-und, \(n\)-d, \(n\)-und",,,tuple,ordered \(n\)-tuple,,,,\(n\)-tuple,,,,6631
röðunareinsmótun,na,kvk,Eintala,,,,raðeinsmótun,,,,order isomorphism,,,,,,,,6632
röðunarfrumsenda,na,kvk,Eintala,,,,"raðfrumsenda, röðunarfrumsetning, raðfrumsetning",,,"axiom of betweenness, betweenness axiom",axiom of order,,,,order axiom,,,,6633
röðunargrannmynstur,na,hk,Eintala,,,,,,,,order topology,,,,,,,,6634
röðunarsjálfmótun,na,kvk,Eintala,,,,raðsjálfmótun,,,,order automorphism,,,,,,,,6635
röðun,na,kvk,Eintala,,,,"hlutröðun, raðvensl",,,,order,,,,"order relation, ordering, partial order, partial ordering",,,,6636
röð,na,kvk,Eintala,,,,þrep,,,,(of a derivative) order,,,,,,,,6637
röð,na,kvk,Eintala,,,,þrep,,,,(of a differential equation) order,,,,,,,,6638
rökaðgerð,na,kvk,Eintala,,,,,,,,logical operation,,,,,,,,6639
rökalgebra,na,kvk,Eintala,,,,,,,,logical algebra,,,,,,,,6640
rökbreyta,na,kvk,Eintala,,,,,,,,logical variable,,,,,,,,6641
rökfasti,,,Eintala,,,,,,,,logical constant,,,,,,,,6642
rökfesta,na,kvk,Eintala,,,,stærðfræðileg rökfesta,,,,mathematical rigor,,,,rigor,,,,6643
rökfrumsenda,na,kvk,Eintala,,,,rökfrumsetning,,,"axiom, mathematical axiom, non-logical axiom, proper axiom",logical axiom,,,,,,,,6644
rökfræði,na,kvk,Eintala,,,,,,,,logic,,,,,,,,6645
rökfræðilegur,ls,kk,Eintala,,,,"rök-, röklegur, rökrænn",,,,logical,,,,,,,,6646
rökfræði annarrar stéttar,na,kvk,Eintala,,,,,,,,second-order logic,,,,,,,,6647
rökfræði fyrstu stéttar,na,kvk,Eintala,,,,,,,,first-order logic,,,,,,,,6648
rökhenda,na,kvk,Eintala,,,,,,,,syllogism,,,,,,,,6649
rökhyggja,na,kvk,Eintala,,,,,,,,logicism,,,,,,,,6650
rökleiðsla,na,kvk,Eintala,,,,röksemdafærsla,,,proof,(in logic) argument,,,,,,,,6651
rökleiðsluregla,na,kvk,Eintala,,,,"rökregla, ályktunarregla, afleiðsluregla",,,,deductive rule,,,,"derivative rule, inference rule, rule of derivation, rule of inference",,,,6652
rökreikningur,na,kk,Eintala,,,,,,,"predicate calculus, propositional calculus",calculus,,,,,,,,6653
röktákn,na,hk,Eintala,,,,,,,,logical symbol,,,,,,,,6654
röktenging,na,kvk,Eintala,,,,"röktengill, tengill, tenging",,,,logical connective,,,,,,,,6655
rökvilla,na,kvk,Eintala,,,,,,,,fallacy,,,,paralogism,,,,6656
rökvirki,sag,,Eintala,,,,,,,,logical operator,,,,,,,,6657
safn,na,hk,Eintala,,,,,,,,ensemble,,,,,,,,4305
safnast fyrir,sag,,,,,,hlaðast upp,,,,accumulate,,,,,,,,4309
safneðlisfræði,na,kvk,Eintala,,,,safnaflfræði,,,,statistical mechanics,,,,,,,,4310
safnferill,na,kk,Eintala,,,,summuferill,,,,ogive,,,,,,,,4311
safntíðnifall,na,hk,Eintala,,,,,,,"cumulative distribution function, cumulative relative frequency function",cumulative frequency function,,,,,,,,4313
safntíðni,na,kvk,Eintala,,,,hlaðin tíðni,,,,cumulative frequency,,,,,,,,4312
safn,na,hk,Eintala,,,,mengi,,,,(in statistics) aggregate,,,,,,,,4306
safn,na,hk,Eintala,,,,"samsafn, mengi",,,"collection, set",assemblage,,,,,,,,4307
safn,na,hk,Eintala,,,,"samsafn, mengi",,,"assemblage, set",collection,,,,,,,,4308
samanburðarfall,na,hk,Eintala,,,,,,,,contrast,,,,linear contrast,,,,4316
samanburðarhópur,na,kk,Eintala,,,,viðmiðunarhópur,,,,control group,,,,,,,,4317
samanburðarpróf,na,hk,Eintala,,,,,,,,comparison test,,,,majorant criterion,,,,4318
samanburðarsetning,na,kvk,Eintala,,,,,,,,comparability theorem,,,,,,,,4319
samanburður,na,kk,Eintala,,,,,,,,comparison,,,,,,,,4320
samanhangandi mengi,na,hk,Eintala,,,,samhangandi mengi,,,,connected set,,,,,,,,4321
samanhangandi,ls,,,,,,"samhangandi, tengdur",,,,connected,,,,,,,,4322
samantekt,na,,Eintala,,,,"samtak, samtekt",,,"convex linear combination, linear combination, subset",combination,,,,,,,,4323
samása,ls,,Eintala,,,,,,,,coaxial,,,,coaxal,,,,4324
samblástur,na,kk,Eintala,,,,,,,,blowing-down,,,,,,,,4326
sambrigðinn varpi,na,kk,Eintala,,,,meðbrigðinn varpi,,,,covariant functor,,,,,,,,4328
sambrigðinn þinur,na,kk,Eintala,,,,meðbrigðinn þinur,,,,covariant tensor,,,,,,,,4329
sambrigðin afleiða,na,kvk,Eintala,,,,,,,,covariant derivative,,,,,,,,4327
sambrigðni,na,kvk,Eintala,,,,,,,,(in differential geometry) covariance,,,,,,,,4330
sambrigður,ls,kk,Eintala,,,,meðbrigður,,,,covariant,,,,,,,,4331
sambærilegur,ls,kk,Eintala,,,,,,,,comparable,,,,,,,,4325
samdeilir,na,kk,Eintala,,,,,,,greatest common divisor,common divisor,,,,common measure,,,,4332
samdráttur,na,kk,Eintala,,,,,,,"contracted tensor, inner tensor multiplication",(of a tensor) contraction,,,,,,,,4335
samdreginn þinur,na,kk,Eintala,,,,,,,"contraction, inner product",contracted tensor,,,,,,,,4336
samdreifing,na,kvk,Eintala,,,,,,,,joint distribution,,,,,,,,4337
samdrægni,na,,Eintala,,,,herpanleiki,,,,contractibility,,,,,,,,4333
samdrægur,ls,kk,Eintala,,,,herpanlegur,,,,contractible,,,,,,,,4334
sameiginlegt mál,na,hk,Eintala,,,,,,,,common measure,,,,,,,,4339
sameiginlegur þáttur,na,kk,Eintala,,,,,,,,(in factor analysis) common factor,,,,,,,,4340
sameiginleg lóðlína,na,kvk,Eintala,,,,sameiginleg þverlína,,,perpendicular,common perpendicular,,,,,,,,4338
sameinað úrtak,na,hk,Eintala,,,,,,,,combined sample,,,,,,,,4341
samfallandi,ls,,Eintala,,,,,,,,coincident,,,,,,,,4342
samfeldi,na,hk,Eintala,<ref idTerm=3475>Náttúruleg tala</ref> \(n\) kallast \textit{samfeldi} tveggja <ref idTerm=1896>heiltalna</ref> ef þær <ref idTerm=1599>ganga báðar upp í</ref> \(n\).,,,sameiginlegt margfeldi,,,least common multiple,common multiple,,,,,,,,4343
samfella,na,kvk,Eintala,,,,,,,,continuum,,,,,,,,4344
samfelldni,na,kvk,Eintala,,,,,,,,continuity,,,,,,,,4346
samfelldnibil,na,hk,Eintala,,,,,,,,continuity interval,,,,,,,,4350
samfelldnipunktur,na,kk,Eintala,,,,,,,,point of continuity,,,,,,,,4351
samfelldni frá hægri,na,kvk,Eintala,,,,,,,,continuity on the right,,,,,,,,4347
samfelldni frá vinstri,na,kvk,Eintala,,,,,,,,continuity on the left,,,,,,,,4348
samfelldni í jöfnum mæli,na,kvk,Eintala,,,,jöfn samfelldni,,,,uniform continuity,,,,,,,,4349
samfelldur,ls,kk,Eintala,,,,,,,,continuous,,,,,,,,4352
samfelldur á köflum,ls,kk,Eintala,,,,,,,,piecewise continuous,,,,,,,,4353
samfelldur deildanleiki,na,kk,Eintala,,,,samfelldur diffranleiki,,,,continuous differentiability,,,,,,,,4354
samfelldur frá hægri,ls,kk,Eintala,,,,,,,,continuous on the right,,,,"right continuous, right-hand continuous",,,,4355
samfelldur frá vinstri,ls,kk,Eintala,,,,,,,,continuous on the left,,,,"left continuous, left-hand continuous",,,,4356
samfelldur í jöfnum mæli,na,kk,Eintala,,,,,,,,uniformly continuous,,,,,,,,4357
samfelld hending,na,kvk,Eintala,,,,,,,random variable,continuous random variable,,,,,,,,4345
samfellt deildanlegur,ls,kk,Eintala,,,,samfellt diffranlegur,,,,continuously differentiable,,,,,,,,4358
samfellt fall,na,hk,Eintala,,,,,,,,continuous function,,,,,,,,4359
samfellt ferli,na,hk,Eintala,,,,,,,continuous stochastic process,continuous process,,,,,,,,4360
samfellt róf,na,hk,Eintala,,,,,,,,continuous spectrum,,,,,,,,4361
samfellt samleitinn,ls,kk,Eintala,,,,,,,,continuously convergent,,,,,,,,4362
samfellt slembiferli,na,hk,Eintala,,,,,,,continuous process,continuous stochastic process,,,,,,,,4363
samfellufrumsenda Dedekinds,na,kvk,Eintala,,,,"samfellufrumsetning Dedekinds, samfelldnifrumsenda Dedekinds, samfelldnifrumsetning Dedekinds",,,,Dedekind continuity axiom,,,,,,,,4365
samfellufrumsenda Cantors,na,kvk,Eintala,,,,"samfellufrumsetning Cantors, samfelldnifrumsenda Cantors, samfelldnifrumsetning Cantors",,,,Cantor continuity axiom,,,,,,,,4364
samfellufrumsenda,na,kvk,Eintala,,,,"samfellufrumsetning, samfelldnifrumsenda, samfelldnifrumsetning",,,"Cantor continuity axiom, Dedekind continuity axiom",axiom of continuity,,,,continuity axiom,,,,4366
samfellutilgáta,na,kvk,Eintala,,,,,,,"Cantor's continuum hypothesis, general continuum hypothesis, CH",continuum hypothesis,,,,,,,,4367
samfellutilgáta Cantors,na,kvk,Eintala,,,,,,,"continuum hypothesis, general continuum hypothesis, generalized continuum hypothesis",Cantor's continuum hypothesis,,,,,,,,4368
