Hugtök: is,Val: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Val: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
efra flokksmark,0,na,hk,Eintala,,,,,,,,lower class limit,0,,,,,,,,740
efra flokksmark,0,na,hk,Eintala,,,,,,,,upper class limit,0,,,,,,,,741
"efra heildi, efra tegur",0,na,hk,Eintala,,,,,,,,upper integral,0,,,,,,,,742
"efra markgildi, stærsti þéttipunktur, efsti þéttipunktur",0,na,,Eintala,,,,,,,,"limit superior, limes superior, superior limit, upper limit",0,,,,,,,,744
"efra mark, hámark",0,na,hk,Eintala,\textit{Efra mark} <ref idTerm=4093>rauntölu</ref><ref idTerm=3270>mengis</ref> er minnsta <ref idTerm=6280>yfirtala</ref> þess.,,,,,,"bound, join, l. u. b.\ekkipunktur","least upper bound, lowest upper bound, supremum",0,,,,,,,,743
efra stýrimark,0,na,hk,Eintala,,,,,,,,lower control limit,0,,,,,,,,746
efra stýrimark,0,na,hk,Eintala,,,,,,,,upper control limit,0,,,,,,,,747
efra þríhyrningsfylki,0,na,hk,Eintala,,,,,,,,upper triangular matrix,0,,,,,,,,748
efra öryggisbil,0,na,hk,Eintala,,,,,,,,upper confidence interval,0,,,,,,,,745
"efri miðjuruna, efri miðjuturn",0,ls,,Eintala,,,,,,,,upper central series,0,,,,,,,,749
"efri stallagerð, efri þrepagerð, efri þrepaskipan",0,na,,Eintala,,,,,,,,upper echelon form,0,,,,,,,,750
efri stéttar rökfræði,0,na,kvk,Eintala,,,,,,,,higher-order logic,0,,,,,,,,751
efri þríhyrningsgrúpa,0,na,kvk,Eintala,,,,,,,,upper triangular group,0,,,,,,,,752
"efsta gildi, hæsta gildi, stærsta gildi, stærsta hágildi, víðfeðmt hágildi",0,na,hk,Eintala,,,,,,,maximum,"absolute maximum, global maximum, largest value, maximal value, maximum in the large, maximum value",0,,,,,,,,753
eftirádreifing,0,na,kvk,Eintala,,,,,,,,"a posteriori distribution, distribution a posteriori, posterior distribution",0,,,,,,,,755
eftirálíkindi,0,na,hk,Fleirtala,,,,,,,,"a posteriori probability, posterior probability",0,,,,,,,,756
eftirámat,0,na,hk,Eintala,,,,,,,,"a posteriori estimate, posterior estimate",0,,,,,,,,757
eftirfararaðtala,0,na,kvk,Eintala,,,,,,,,"non-limiting ordinal, ordinal of the first kind, successor ordinal",0,,,,,,,,758
eftirfari,0,na,kk,Eintala,,,,,,,,successor,0,,,,,,,,759
eftirlit,0,na,hk,Eintala,,,,,,,,control,0,,,,,,,,760
eftirlitsrit,0,na,hk,Eintala,,,,,,,,control chart,0,,,,,,,,761
eftirtáknun,0,na,kvk,Eintala,,,,,,,"parenthesis-free notation, Polish notation, prefix notation",postfix notation,0,,,,,,,,762
eftir á,0,,,,,,,,,,,a posteriori,0,,,,,,,,754
"ef og aðeins ef, þá og því aðeins að",0,,,,,,,,,,iff,"if and only if, when and only when",0,,,,,,,,739
"eggferill, eggbaugur",0,na,kk,Eintala,,,,,,,,oval,0,,,,,,,,764
eggflötur,0,na,kk,Eintala,,,,,,,,ovaloid,0,,,,,,,,765
eggin á fleygnum,0,na,,Eintala,,,,,,,,edge of the wedge,0,,,,,,,,766
"egg-, egglaga",0,,,,,,,,,,,oval,0,,,,,,,,763
"eiði, slitmengi",0,na,hk,Eintala,,,,,,,,"cut set, separating set",0,,,,,,,,767
"eiginaðhvarf, sjálfsaðhvarf",0,na,hk,Eintala,,,,,,,,autoregression,0,,,,,,,,768
"eiginaðhverfur, sjálfsaðhverfur",0,ls,kk,Eintala,,,,,,,,autoregressive,0,,,,,,,,769
eigindlegur,0,ls,kk,Eintala,,,,,,,,qualitative,0,,,,,,,,770
eigindlegur eiginleiki,0,na,kk,Eintala,,,,,,,,qualitative property,0,,,,,,,,771
eiginfall,0,na,hk,Eintala,,,,,,,characteristic vector,"characteristic function, eigenfunction, proper function",0,,,,,,,,772
"eiginfylgnifall, sjálffylgnifall",0,na,hk,Eintala,,,,,,,,autocorrelation function,0,,,,,,,,774
"eiginfylgnirit, sjálffylgnirit",0,na,hk,Eintala,,,,,,,,autocorrellogram,0,,,,,,,,775
"eiginfylgnistuðull, sjálffylgnistuðull",0,na,kk,Eintala,,,,,,,,autocorrelation coefficient,0,,,,,,,,776
"eiginfylgni, sjálffylgni",0,na,kvk,Eintala,,,,,,,,autocorrelation,0,,,,,,,,773
eigingildi,0,na,hk,Eintala,,,,,,,characteristic root,"characteristic value, characteristic number, eigenvalue, proper value",0,,,,,,,,777
eigingildisverkefni,0,na,hk,Eintala,,,,,,,,"eigenvalue problem, proper value problem",0,,,,,,,,778
eiginlausn,0,na,kvk,Eintala,,,,,,,eigenvector,eigensolution,0,,,,,,,,779
eiginlega ósamleitinn,0,ls,kk,Eintala,,,,,,,,properly divergent,0,,,,,,,,789
eiginlega samsniða,0,ls,,Eintala,,,,,,,"congruent, inversely congruent, oppositely congruent",directly congruent,0,,,,,,,,790
eiginlegt brot,0,na,hk,Eintala,,,,,,,,proper fraction,0,,,,,,,,791
eiginlegt hlutmengi,0,na,hk,Eintala,,,,,,,,proper subset,0,,,,,,,,792
eiginlegt hlutrúm,0,na,hk,Eintala,,,,,,,,proper subspace,0,,,,,,,,793
eiginlegt hlutsvið,0,na,hk,Eintala,,,,,,,,proper subfield,0,,,,,,,,794
eiginlegt rætt fall,0,na,hk,Eintala,,,,,,,,proper rational function,0,,,,,,,,795
"eiginlegt þverstaðlað fylki, snúningsfylki",0,na,hk,Eintala,,,,,,,,"proper orthogonal matrix, rotation matrix",0,,,,,,,,796
eiginlegur,0,ls,kk,Eintala,,,,,,,,proper,0,,,,,,,,797
eiginlegur deilir,0,na,kk,Eintala,,,,,,,,"aliquot part, aliquot, proper divisor",0,,,,,,,,798
eiginlegur flokkur,0,na,kk,Eintala,,,,,,,paradoxical set,proper class,0,,,,,,,,799
"eiginlegur flutningur, eiginleg hreyfing",0,na,kk,Eintala,,,,,,,,"motion, proper motion",0,,,,,,,,800
eiginlegur óendanleiki,0,na,kk,Eintala,,,,,,,potential infinity,"actual infinity, completed infinity, proper infinity",0,,,,,,,,801
eiginlegur punktur,0,na,kk,Eintala,,,,,,,,proper point,0,,,,,,,,802
eiginleg frumsenda,0,na,kvk,Eintala,,,,,,,"axiom, logical axiom, mathematical axiom","non-logical axiom, proper axiom",0,,,,,,,,780
eiginleg hlutgrúpa,0,na,kvk,Eintala,,,,,,,,proper subgroup,0,,,,,,,,781
eiginleg hlutvera,0,na,kvk,Eintala,,,,,,,,proper inclusion,0,,,,,,,,782
eiginleg ósamleitni,0,na,kvk,Eintala,,,,,,,improper divergence,proper divergence,0,,,,,,,,783
"eiginleg tvinntala, þverkynja tala, þverkyns tala",0,na,kvk,Eintala,,,,,,,,(complex number not real) imaginary number,0,,,,,,,,784
"eiginleg útvíkkun, eiginleg víkkun",0,na,kvk,Eintala,,,,,,,,proper extension,0,,,,,,,,785
eiginleg vörpun,0,na,kvk,Eintala,,,,,,,,proper mapping,0,,,,,,,,786
"eiginleg þverstaðalgrúpa, snúningagrúpa, snúningsgrúpa",0,na,kvk,Eintala,,,,,,,,"proper orthogonal group, rotation group, special orthogonal group",0,,,,,,,,787
"eiginleg þverstaðalvörpun, snúningur",0,na,,Eintala,,,,,,,orientation-preserving isometry,"proper orthogonal transformation, rotation",0,,,,,,,,788
eiginleiki,0,na,kk,Eintala,,,,,,,,property,0,,,,,,,,803
eiginleikinn um endanleg snið,0,na,kk,Eintala,,,,,,,,finite intersection property,0,,,,,,,,804
eiginrófsþéttleiki,0,na,kk,Eintala,,,,,,,,autospectral density,0,,,,,,,,805
eiginrúm,0,na,hk,Eintala,,,,,,,,"characteristic space, eigenspace",0,,,,,,,,806
eiginslétta,0,na,kvk,Eintala,,,,,,,,characteristic plane,0,,,,,,,,807
eiginvigrafylki,0,na,hk,Eintala,,,,,,,,"modal matrix, polar matrix",0,,,,,,,,809
"eiginvigur, eiginvektor",0,na,kk,Eintala,,,,,,,eigenfunction,"characteristic vector, characteristic solution, eigenvector, proper vector",0,,,,,,,,810
"eiginvídd, rúmfræðileg margfeldni",0,na,kvk,Eintala,,,,,,,,geometric multiplicity,0,,,,,,,,808
eileif,0,na,kvk,Eintala,,,,,,,,non-residue,0,,,,,,,,811
einangraður,0,ls,kk,Eintala,,,,,,,,isolated,0,,,,,,,,812
einangraður hluti,0,na,kk,Eintala,,,,,,,,(set of isolated points) adherence,0,,,,,,,,813
einangraður punktur,0,na,kk,Eintala,,,,,,,"acnodal point, acnode, conjugate point",isolated point,0,,,,,,,,814
einangraður sérstöðupunktur,0,na,kk,Eintala,,,,,,,,"isolated singularity, isolated singular point",0,,,,,,,,815
"einblaða breiðbogaflötur, einskála breiðbogaflötur",0,na,kk,Eintala,,,,,,,,"hyperboloid of one sheet, one-sheet hyperboloid",0,,,,,,,,816
eind,0,na,kvk,Eintala,,,,,,,,(invertible element in a ring) unit,0,,,,,,,,817
"eindagrúpa, margföldunargrúpa",0,na,kvk,Eintala,,,,,,,,"group of units, multiplicative group, unit group",0,,,,,,,,818
"eindregið frumsendukerfi, eindregið frumsetningakerfi",0,na,hk,Eintala,,,,,,,,categorical axiom system,0,,,,,,,,819
eindreginn,0,ls,kk,Eintala,,,,,,,,categorical,0,,,,,,,,820
einfalda,0,sag,,,,,,,,,simplify,reduce,0,,,,,,,,821
einfalda,0,sag,,,,,,,,,reduce,simplify,0,,,,,,,,822
einfaldlega gegnvirkur,0,ls,kk,Eintala,,,,,,,,simply transitive,0,,,,,,,,823
einfaldlega lotubundinn,0,ls,kk,Eintala,,,,,,,,simply periodic,0,,,,,,,,824
"einfaldlega samanhangandi, einfaldlega samhangandi",0,ls,,Eintala,,,,,,,,simply connected,0,,,,,,,,825
einfaldur,0,ls,kk,Eintala,,,,,,,,simple,0,,,,,,,,826
"einfaldur atburður, frumatburður",0,na,kk,Eintala,,,,,,,atom,"elementary event, simple event",0,,,,,,,,827
einfaldur baugur,0,na,kk,Eintala,,,,,,,,simple ring,0,,,,,,,,828
"einfaldur bogi, einfaldur ferill",0,ls,kk,Eintala,,,,,,,,"Jordan arc, simple arc",0,,,,,,,,829
"einfaldur hnútur, smárahnútur",0,na,kk,Eintala,,,,,,,,cloverleaf knot,0,,,,,,,,830
einfaldur leggur,0,ls,kk,Eintala,,,,,,,,simple edge,0,,,,,,,,831
einfaldur marghyrningur,0,na,kk,Eintala,<ref idTerm=3161>Marghyrningur</ref> sem er þannig að engar tvær <ref idTerm=2048>hliðar</ref> hans <ref idTerm=4771>skerast</ref>.,,,,,,,simple polygon,0,,,,,,,,832
einfaldur punktur,0,na,kk,Eintala,,,,,,,"ordinary point, regular point",simple point,0,,,,,,,,833
"einfaldur vegur, braut",0,ls,,Eintala,,,,,,,,"simple walk, trail",0,,,,,,,,834
"einfaldur, grunnstæður",0,ls,kk,Eintala,,,,,,,,elementary,0,,,,,,,,835
einfalt eigingildi,0,na,hk,Eintala,,,,,,,,"simple eigenvalue, simple proper value",0,,,,,,,,836
einfalt fall,0,na,hk,Eintala,,,,,,,"schlicht function, step function",simple function,0,,,,,,,,837
"einfalt fylki, frumfylki",0,na,hk,Eintala,,,,,,,,elementary matrix,0,,,,,,,,838
"einfalt heildi, einvítt heildi, einfalt tegur, einvítt tegur",0,na,hk,Eintala,,,,,,,,simple integral,0,,,,,,,,839
einfalt net,0,na,hk,Eintala,,,,,,,,simple graph,0,,,,,,,,840
einfalt róf,0,na,hk,Eintala,,,,,,,,simple spectrum,0,,,,,,,,841
einfalt samhverft fall,0,na,hk,Eintala,,,,,,,,elementary symmetric function,0,,,,,,,,842
"einfalt skaut, einfaldur póll",0,ls,,Eintala,,,,,,,,"pole of first order, simple pole",0,,,,,,,,843
"einfalt úrtak, hreint úrtak",0,na,hk,Eintala,,,,,,,,unrestricted sample,0,,,,,,,,844
einfari,0,na,kk,Eintala,,,,,,,,outlier,0,,,,,,,,845
einföldun,0,na,kvk,Eintala,,,,,,,simplification,reduction,0,,,,,,,,857
einföldun,0,na,kvk,Eintala,,,,,,,"cancellation, reduction",simplification,0,,,,,,,,858
einföldunarregla,0,na,kvk,Eintala,,,,,,,quadrant relation,reduction formula,0,,,,,,,,859
einföldunarregla (fyrir hornaföll),0,na,kvk,Eintala,,,,,,,reduction formula,quadrant relation,0,,,,,,,,860
einföld aðgerð,0,na,kvk,Eintala,,,,,,,"column operation, row operation",elementary operation,0,,,,,,,,846
einföld hending,0,na,kvk,Eintala,,,,,,,,elementary random variable,0,,,,,,,,847
einföld núllstöð,0,na,kvk,Eintala,,,,,,,simple root,simple zero,0,,,,,,,,848
einföld rás,0,na,kvk,Eintala,,,,,,,,"(simple closed edge sequence) circuit, cycle, elementary circuit, elementary cycle, simple circuit, simple cycle",0,,,,,,,,850
einföld rót,0,na,kvk,Eintala,,,,,,,simple zero,simple root,0,,,,,,,,851
"einföld rúmfræði, grunnstæð rúmfræði",0,na,kvk,Eintala,,,,,,,,elementary geometry,0,,,,,,,,852
"einföld talnafræði, grunnstæð talnafræði",0,na,kvk,Eintala,,,,,,,,elementary number theory,0,,,,,,,,853
"einföld úrtaka, hrein úrtaka",0,na,kvk,Eintala,,,,,,,,unrestricted sampling,0,,,,,,,,854
"einföld útvíkkun, einföld víkkun",0,na,kvk,Eintala,,,,,,,,simple extension,0,,,,,,,,855
einföld þríliða,0,na,kvk,Eintala,,,,,,,,simple rule of three,0,,,,,,,,856
einföld örvarás,0,na,kvk,Eintala,,,,,,,,"(simple closed arc sequence) circuit, cycle, directed circuit, elementary circuit, elementary cycle, elementary directed circuit, elementary directed cycle, simple circuit, simple cycle, simple directed circuit, simple directed cycle",0,,,,,,,,849
eingildur,0,ls,kk,Eintala,,,,,,,,"one-valued, single-valued",0,,,,,,,,862
eingild vörpun,0,na,kvk,Eintala,,,,,,,mapping,single-valued mapping,0,,,,,,,,861
eingilt fall,0,na,hk,Eintala,,,,,,,function,single-valued function,0,,,,,,,,863
einhalla,0,ls,,Eintala,,,,,,,,"monotonic, monotone",0,,,,,,,,864
einhalla á köflum,0,na,,Eintala,,,,,,,,piecewise monotonic,0,,,,,,,,865
einhalla fall,0,na,hk,Eintala,<ref idTerm=1078>Fall</ref> sem er <ref idTerm=0>vaxandi</ref> eða <ref idTerm=0>minnkandi</ref>.,,,,,,,monotonic function,0,,,,,,,,866
einhalla runa,0,na,kvk,Eintala,,,,,,,,monotonic sequence,0,,,,,,,,867
einhalla samleitni,0,na,kvk,Eintala,,,,,,,,monotone convergence,0,,,,,,,,868
einhalli,0,na,kk,Eintala,,,,,,,,"monotonicity, monotony",0,,,,,,,,869
einhliða,0,ls,,Eintala,,,,,,,,"one-sided, unilateral",0,,,,,,,,870
einhliða afleiða,0,na,kvk,Eintala,,,,,,,,"derivative on one side, one-sided derivative, unilateral derivative",0,,,,,,,,871
"einhliða deildanleiki, einhliða diffranleiki",0,na,kk,Eintala,,,,,,,,"differentiability on one side, one-sided differentiability, unilateral differentiability",0,,,,,,,,872
einhliða flötur,0,na,kk,Eintala,,,,,,,,"one-sided surface, surface of one side, unilateral surface",0,,,,,,,,873
einhliða íðal,0,na,hk,Eintala,,,,,,,"left ideal, right ideal",one-sided ideal,0,,,,,,,,874
einhliða markgildi,0,na,hk,Eintala,,,,,,,,one-sided limit,0,,,,,,,,875
einhliða markgildi,0,na,hk,Eintala,,,,,,,,unilateral limit,0,,,,,,,,876
einhliða próf,0,na,hk,Eintala,,,,,,,,"one-sided test, single-tail test",0,,,,,,,,878
"einhliða samfelldni, samfelldni frá annarri hlið",0,na,kvk,Eintala,,,,,,,,"continuity on one side, one-sided continuity",0,,,,,,,,879
einhliða öryggisbil,0,na,hk,Eintala,,,,,,,,one-sided confidence interval,0,,,,,,,,877
einhluta,0,ls,,Eintala,,,,,,,,unipartite,0,,,,,,,,880
einhluta keilusnið,0,na,hk,Eintala,,,,,,,,unipartite conic,0,,,,,,,,881
einingarbil,0,na,hk,Eintala,,,,,,,,unit interval,0,,,,,,,,882
einingarfall,0,na,hk,Eintala,,,,,,,,unit function,0,,,,,,,,883
einingarferningur,0,na,kk,Eintala,<ref idTerm=1163>Ferningur</ref> með <ref idTerm=0>hliðarlengd</ref> 1.,,,,,,,unit square,0,,,,,,,,884
einingarfylki,0,na,hk,Eintala,,,,,,,,"identity matrix, unit matrix",0,,,,,,,,885
"einingarhringskífa, einingarskífa",0,na,kvk,Eintala,,,,,,,,unit disc,0,,,,,,,,886
einingarhringur,0,na,kk,Eintala,<ref idTerm=2295>Hringur</ref> með <ref idTerm=1619>geisla</ref> 1.,"Hægt er að skilgreina <ref idTerm=2202>hornaföllin</ref> með tilliti til einingarhringsins en í <ref idTerm=6595>karteskri sléttu</ref> hefur <ref idTerm=4001>punktur</ref> \((x,y)\) á einingarhringnum <ref idTerm=2143>hnitin</ref> \((\cos(\theta),\sin(\theta))\) þar sem \(\theta\in[0,2\pi)\) er <ref idTerm=2198>hornið</ref> sem <ref idTerm=2958>línustrikið</ref> frá \((0,0)\) til \((x,y)\) myndar við <ref idTerm=2535>jákvæða</ref> <ref idTerm=6252>\(x\)-ásinn</ref>.",,,,,,unit circle,0,,,,,,,,887
einingarhvel,0,na,hk,Eintala,,,,,,,,unit sphere,0,,,,,,,,888
einingarkúla,0,na,kvk,Eintala,,,,,,,,unit ball,0,,,,,,,,889
einingarrót,0,na,kvk,Eintala,,,,,,,,root of unity,0,,,,,,,,890
"einingarskipting, einingarhlutun, hlutun á einum",0,na,kvk,Eintala,,,,,,,,partition of unity,0,,,,,,,,891
"einingarvigur, einingarvektor",0,na,kk,Eintala,,,,,,,,"normalized vector, unit vector",0,,,,,,,,892
"eining, einingarstak, margföldunarhlutleysa",0,na,kvk,Eintala,,,,,,,,"(of a ring or field) identity element, identity, one, unit element, unit, unity, unity element",0,,,,,,,,6568
einkenna,0,sag,,,,,,,,,,characterize,0,,,,,,,,893
"einkenni, eigind",0,na,,Eintala,,,,,,,,attribute,0,,,,,,,,895
einkryppudreifing,0,na,kvk,Eintala,,,,,,,,unimodal distribution,0,,,,,,,,896
einliða,0,na,kvk,Eintala,<ref idTerm=1948>Margliða</ref> sem hefur aðeins einn <ref idTerm=4425>lið</ref>.,,,,,,,monomial,0,,,,,,,,897
einliða jafna,0,na,kvk,Eintala,,,,,,,,monomial equation,0,,,,,,,,898
einmargur,0,ls,kk,Eintala,,,,,,,,"one-to-many, one-many",0,,,,,,,,899
einmáta fylki,0,na,hk,Eintala,,,,,,,,unimodular matrix,0,,,,,,,,900
einmáta grúpa,0,na,kvk,Eintala,,,,,,,special linear group,unimodular group,0,,,,,,,,901
"einmenningsspil, einmenningur",0,na,,Eintala,,,,,,,,one-person game,0,,,,,,,,902
"einmóta, ímóta",0,ls,hk,Fleirtala,,,,,,,,"monomorphic, monic",0,,,,,,,,6569
einmótull,0,na,kk,Eintala,,,,,,,,"unitary module, unital module",0,,,,,,,,904
"einmótun, ímótun",0,na,kvk,Eintala,,,,,,,,monomorphism,0,,,,,,,,905
einmörg samsvörun,0,na,kvk,Eintala,,,,,,,,one-to-many correspondence,0,,,,,,,,903
einn,0,,,Eintala,,,,,,,,"one, unity",0,,,,,,,,906
"einn og aðeins einn, nákvæmlega einn",0,,,Eintala,,,,,,,,one and only one,0,,,,,,,,907
einoka fylki,0,na,hk,Eintala,,,,,,,,"unitary matrix, unitarian matrix",0,,,,,,,,908
einoka grúpa,0,na,kvk,Eintala,,,,,,,"complex unitary group, real unitary group",unitary group,0,,,,,,,,909
"einoka grúpa yfir rauntölurnar, raunþverstaðalgrúpa, þverstaðalgrúpa yfir rauntölurnar",0,na,kvk,Eintala,,,,,,,,"real orthogonal group, real unitary group",0,,,,,,,,910
einoka grúpa yfir tvinntölurnar,0,na,kvk,Eintala,,,,,,,,complex unitary group,0,,,,,,,,911
einoka jafngildur,0,ls,kk,Eintala,,,,,,,,"unitarily equivalent, unitary equivalent",0,,,,,,,,912
einoka virki,0,na,kk,Eintala,,,,,,,,unitary operator,0,,,,,,,,913
"einpunktungur, einspunktsrúm",0,ls,,Eintala,,,,,,,singleton,one-point space,0,,,,,,,,914
"einrás, \(1\)-rás",0,na,kvk,Eintala,,,,,,,,one-cycle,0,,,,,,,,915
einsátta,0,ls,,,,,,,,,,isotropic,0,,,,,,,,916
einsátta rúm,0,na,hk,Eintala,,,,,,,,isotropic space,0,,,,,,,,917
einsetupunktur,0,na,kk,Eintala,,,,,,,isolated point,"acnode, acnodal point, conjugate point",0,,,,,,,,918
einsfirða,0,ls,,,,,,,,,,(of two spaces) isometric,0,,,,,,,,919
einsfirðanagrúpa,0,na,kvk,Eintala,,,,,,,,isometry group,0,,,,,,,,920
"einsfirðun, firðrækin vörpun",0,na,kvk,Eintala,,,,,,,"isometric, motion, orthogonal linear transformation, orthogonal mapping",isometry,0,,,,,,,,921
einshyrndur,0,ls,kk,Eintala,"Tveir <ref idTerm=6438>þríhyrningar</ref> \(ABC\) og \(EFG\) kallast \textit{einshyrndir}, táknað \(ABC \sim EFG\), ef hægt er að para <ref idTerm=2198>horn</ref> annars þríhyrningsins við horn hins þríhyrningsins þannig að hornin í sama pari eru <ref idTerm=2223>jafn stór</ref>.","Á eftirfarandi mynd eru \(ABC\) og \(FEG\) einshyrndir vegna þess að:\n\n\begin{enumerate}\n    \item \(\angle A\) og \(\angle E\) eru jafn stór (grænu hornin á myndinni),\n    \item \(\angle B\) og \(\angle F\) eru jafn stór (gulu hornin á myndinni) og\n    \item \(\angle C\) og \(\angle G\) eru jafn stór (rauðu hornin á myndinni).\n\end{enumerate}\n\n\begin{center}\n\includegraphics[width=150px]{myndir/einshyrndir_thrihyrningar.png}\n\end{center}",,,,,,(especially of a triangle) similar,0,,,,,,,,922
einskorða,0,sag,,,,,,,,,,restrict,0,,,,,,,,923
"einskorðað grannmynstur, hlutrúmsgrannmynstur",0,na,hk,Eintala,,,,,,,,"relative topology, subspace topology",0,,,,,,,,924
einskorðarður,0,ls,kk,Eintala,,,,,,,,restricted,0,,,,,,,,925
einskorðuð lokun,0,na,kvk,Eintala,,,,,,,,relative closure,0,,,,,,,,926
einskorðun,0,na,kvk,Eintala,Fyrir <ref idTerm=3282>vörpun</ref> \(f: X \to Y\) og <ref idTerm=2098>hlutmengi</ref> \(A\) í \(X\) kallast vörpunin \[ f|_A : A \to Y; \quad f|_A(x) = f(x) \]  \textit{einskorðun} vörpunarinnar \(f\) við <ref idTerm=3270>mengið</ref> \(A\).,,,,,,,"(of a mapping) restriction, restriction mapping",0,,,,,,,,927
einskorðunarmótun,0,na,kvk,Eintala,,,,,,,,restriction homomorphism,0,,,,,,,,928
einskrefa ítrekun,0,na,kvk,Eintala,,,,,,,,single-step iteration,0,,,,,,,,929
"einslaga þríhyrningur, einshyrndur þríhyrningur",0,na,kk,Eintala,,,,,,,,similar triangle,0,,,,,,,,931
"einslaga, einslagaður",0,ls,,,Tvær <ref idTerm=4891>flatarmyndir</ref> \(A\) og \(B\) kallast \textit{einslaga} ef til er <ref idTerm=5779>færsla</ref> \(\phi\) þannig að \(\phi(A)\) og \(B\) séu sama flatarmyndin.,"Á eftirfarandi mynd eru \(A\), \(B\) og \(C\) einslaga:\n\n\begin{center}\n\includegraphics[width=150px]{myndir/einslaga.png}\n\end{center}",,,,,,(in geometry) similar,0,,,,,,,,932
einsleitt fall,0,na,hk,Eintala,,,,,,,,homogeneous function,0,,,,,,,,934
einsleitt íðal,0,na,hk,Eintala,,,,,,,,homogeneous ideal,0,,,,,,,,935
einsleitt Markov-ferli,0,na,hk,Eintala,,,,,,,,homogeneous Markov process,0,,,,,,,,936
einsleitt rúm,0,na,hk,Eintala,,,,,,,,homogeneous space,0,,,,,,,,937
einsleitt stak,0,na,hk,Eintala,,,,,,,,homogeneous element,0,,,,,,,,938
einsleitur,0,ls,kk,Eintala,,,,,,,,(of a function) homogeneous,0,,,,,,,,939
einsleitur,0,ls,kk,Eintala,,,,,,,,(of a space with group action) homogeneous,0,,,,,,,,940
einsleitur þáttur,0,na,kk,Eintala,,,,,,,,homogeneous component,0,,,,,,,,941
einsleit deildajafna,0,na,kvk,Fleirtala,,,,,,,,homogeneous differential equation,0,,,,,,,,933
einslæg horn,0,na,hk,Fleirtala,,,,,,,,"corresponding angles, exterior-interior angles",0,,,,,,,,930
einslögun,0,na,kvk,Eintala,,,,,,,,similarity,0,,,,,,,,942
einslögunarfærsla,0,na,kvk,Eintala,"<ref idTerm=5779>Færsla</ref> \(\phi\) á tiltekinni <ref idTerm=4884>sléttu</ref> kallast \textit{einslögunarfærsla} ef <ref idTerm=2072>hlutfallið</ref> milli <ref idTerm=2860>lengda</ref> <ref idTerm=2958>strikanna</ref> \(\phi(AB)\) og \(AB\) er það sama fyrir öll strik \(AB\), sem kallast þá \textit{kvarði} einslögunarfærslunnar.",,,,,,,"similarity transformation, similitude",0,,,,,,,,943
"einslögunarmiðja, stríkkunarmiðja",0,na,kvk,Eintala,,,,,,,,"centre of similitude, homothetic centre, centre of similarity, similarity centre",0,,,,,,,,944
einsmóta,0,ls,,,,,,,,,,isomorphic,0,,,,,,,,945
einsmótun,0,na,kvk,Eintala,,,,,,,,"equivalence, isomorphism",0,,,,,,,,946
einsmótun,0,na,kvk,Eintala,,,,,,,isomorphism,isomorphic mapping,0,,,,,,,,947
einsmótun,0,na,kvk,Eintala,,,,,,,isomorphism,(property) isomorphy,0,,,,,,,,948
einsmótunarflokkur,0,na,kk,Eintala,,,,,,,,isomorphism class,0,,,,,,,,949
einsmótunarsetning,0,na,kvk,Eintala,,,,,,,,"isomorphism theorem, isomorphy theorem",0,,,,,,,,950
einstafa tala,0,na,kvk,Eintala,,,,,,,,"one-digit number, single-digit number",0,,,,,,,,955
einstaklingur,0,na,kk,Eintala,,,,,,,urelement,individual,0,,,,,,,,956
einstika fjölskylda,0,na,kvk,Eintala,,,,,,,,one-parameter family,0,,,,,,,,957
einstika grúpa,0,na,kvk,Eintala,,,,,,,,one-parameter group,0,,,,,,,,958
einstikun,0,na,kvk,Eintala,,,,,,,,uniformization,0,,,,,,,,959
einstikunarsetning,0,na,kvk,Eintala,,,,,,,,"uniformization theorem, uniformization principle",0,,,,,,,,960
einstoga,0,ls,,,,,,,,,,isotopic,0,,,,,,,,961
einstogun,0,na,kvk,Eintala,,,,,,,homotopy,isotopy,0,,,,,,,,962
einstæður,0,ls,kk,Eintala,,,,,,,,"monadic, one-place, singulary, unary",0,,,,,,,,954
einstæð aðgerð,0,na,kvk,Eintala,<ref idTerm=46>Aðgerð</ref> á <ref idTerm=3270>mengi</ref> \(X\) af gerðinni \(X \to X\) kallast \textit{einstæð aðgerð},,,,,,,"one-place operation, unary operation",0,,,,,,,,951
einstæð umsögn,0,na,kvk,Eintala,,,,,,,,"monadic predicate, one-place predicate, unary predicate",0,,,,,,,,952
einstæð vensl,0,na,hk,Fleirtala,,,,,,,,"one-place relation, unary relation",0,,,,,,,,953
"einstökungur, einsstaksmengi",0,na,,Eintala,<ref idTerm=3270>Mengi</ref> með nákvæmlega eitt <ref idTerm=5128>stak</ref>.,,,,,,,"one-element set, singleton, unit set",0,,,,,,,,963
einsþrepsaðferð,0,na,kvk,Eintala,,,,,,,,one-step method,0,,,,,,,,964
"eintekt, eintaka",0,na,kvk,Eintala,,,,,,,,injectivity,0,,,,,,,,968
eintækt fall,0,na,hk,Eintala,,,,,,,injection,"schlicht function, univalent function",0,,,,,,,,966
eintækur,0,ls,kk,Eintala,,,,,,,,"biunique, injective, one-one, one-to-one, one-to-one into, schlicht, univalent",0,,,,,,,,967
